tweet,sent
It looked like the RT_Steve_Jobs test worked. You must be human!,1
Was thinking of something really cool and insightful to say on this last night but Im after completely forgetting what it was...,1
waiting at luna park for paramore..  and  almost here :D 6 ppl in front HELL YEAH!,1
RT  There is a 50% off coupon on our Google Maps profile. Go find it !!,1
"U are what u eat. Make sure what u eat is Beneficial 4 ur soul, because u need 2 be strong on the battlefield. It's a war out there. Night.",0
 ME TOO I LOVE THAT STORE!,1
Top CNN Headline Iran arrests Sunni militant leader - Iranian authorities have arrested the leader of a Sunni milit... ,1
"RT    I loved David Hess in Smash Cut, my wife has a big crush on him?",1
"I'm super tired but I'm going to stay awake for a little bit longer and finish some work. Also, I need to make my dad a facebook page.",-1
I favorited a YouTube video -- INUYASHA THE FINAL ACT EPISODE 22 ENGLISH SUB [SUBBED] ,0
i give up studying....i gotta write this paper,-1
RT  RT  Teachers were once students. Why can't they feel our pain? OhJustLikeMe ,-1
RT  OMG BOW BOW WHOAREU IF U AINT HEARD FUTURISTICZOO LETS GO! @  RETWEET,-1
"Prosecutor: Man stalked, killed 5 Calif. victims ",-1
"Good news ;-) RT   Apologies for the delay in responding to your claim, due to th... ",1
RT  @ Vanity in Vegas Shuttin it down w Jason Giambi n Jevon Walker - Situation Nation ,0
"RT  IfYourPuertoRican you love Christmas time, Thanksgiving, Easter..PERNiL!!!!!",1
RT  RT  ??????!RT  ???!?????????????????????!!????????????????!,0
How can I sleep without duck-down duvet at this cold weather?,-1
 .. Trackside tonight.. so tune in on  Kevins going to be a busy man with the pacers in chicago tonight as well,0
Orange kitty. Who refuses to stop napping on my office chair. ,0
,0
lottery promo | Lots of Lotteries: Can you give me information on the winner of the second class of the British Na... ,0
UnyuuRT  Its my last year RT  RT  Two games more before finish my (cont) ,0
RT   LOL...damn s0n 4 real??? I wish I was there I wuld of had the o000000000h (cont) ,0
 lol ok thanks for telling me cuz I would've spilled the beans...*lips sealed*,0
Four days of wheat bread. My version of fasting for Lenten season.,0
,0
 I REALLY dont appreciate how jeanmarc johnmarc (u get the point) followed me without tellin me! and i was tlking about all types,-1
. ??????!??????????1??????????????????????????????????????????? ,0
"RT  That's it, I give in, i want one, I'm buying an iphone....",0
"So many folks sleep on Tue but if u play it right, it could be a big too",1
Buy Cheap HP 2509m 25-Inch Diagonal Full HD LCD Monitor (Black) Specia ,1
"OneForty and iTunes App Store: Do They Intersect?: ?Well, its just an app directory? ? this was our initi...  ipad",0
"Beautiful, Dirty, Rich: ",0
Ihop getting ready to grub!!! ,1
VW Golf - ?9980 - 1390cc - 17276 miles - 2009 - Petrol - Manual - Reflex Silver Metallic - Hatchback - 3 Doors - ,0
" im kinda down for the Wizards, but for my hard earned $3 dollars i wanna see a close game or a complete blow out",0
 today is actually national pancake day. happy holidays to you and yours,1
" Yeah, Im going to that one live, i cant believe the shit Mir just said about Brock Lesnar",-1
"Also, I feel like I finally did something genuinely good for once.",1
 Free Virtual Servers - ,0
"I think i accually want to go to school, hm.",1
 nah I had it I just had it taken off in the other pic!!!,1
i just w0nder if u ever think of me..happy thoughts,1
 haha my little cousin but Im not so sure shes the best judge... a cucumber doesnt measure itself. XP,0
Full Tilt Poker 2009 CD-ROM zip - ,0
" - New D-Block  New Mixtape ""Fire On The Lean Vol 2."" Hosted By DJ Streets Preimer (Premo) Tape!!",0
Tycoon's Network Partners with Health & Wellness Co..New Partnership Rejuventates MLM INDUSTRY.Options @ ,0
Let's see....twitter or homework? Hmm.....is that even a descision?,-1
can't wait for 11:30 :-D,1
im sleeepy geezz wiizzz bt i wanna go to the mall ima tell my babe  to take me =),-1
Auction Listing Template - Pink Hearts - $1.50: You are bidding on the template to be used in? ,0
RT  What is the name of the brush used in curling?: What is the name of the brush ...  answer to win ipod,0
 lol really?!? yea i been born and raised here hehe...im a southern girl at heart too :),1
 I need your help - please join my clan! ,1
 lucky you! I'm dying to read The Passage.,1
 Wow! I never noticed that EITHER! Wonder what was going on in the King's mind when he named them?,-1
Having some pizza at Aniello's with my brother and his gay friends. Can't wait to get a piece of sausage!,1
"RT  Dear Miley Cyrus will you please teach me to nod my head/move my hips like ""YA""???",0
 I was gonna talk to u bout that cause I wanna buy my miniplan...I think its the 21 games one in the lower reserve for about $260.,1
"i love gmail :) mail, calendar with sms reminder and such.. buzz!",1
 fair. . . My stomach is full after my cheese and crackers lunch too. Us dainty's have to stick together,-1
I cant wait till the ist of March and maybe they will believe me,1
RT  Can't wait for the world tour 2010 .. So excited ! <3,1
RT  How can there be people out there that abuse animals..just how could they do that?.. ithinkthatTOO,-1
It is crazy! RT  Its crazy that Westbrook & LT were both released within days of each other and (cont) ,-1
"I feel like I'm getting a fever again, this can't be good",-1
Yet another blog post to make you question my sanity ,-1
 how do i find music on my pc that i have copied fro a vinyl record?,0
 Follow  its gary from monroe,0
" Lol, awww. Why she say that. That's not nice. :(",-1
" My favorite is the Cherry Almond Meal Bar , bit.ly/bBtE72, but I'll check and see if new flavors are in the works.",1
ahahahah How to Suck at Facebook ,-1
Lookin str8 ahead.No time for looking back. Going to my sisters band concert today. aww family time.lol :),1
"RT  Jade is freaking hilarious! ? ? ""How Low Can You Go? How Low Can You Go? ? ? Lmbo!  To Cute aww",1
I hope everyone is having a great and productive week thus far! Make it happen!,1
 And all the rest of his movies!!!,1
RT  Check out Ontario's most exciting up & coming pop rock band... pardon? Yah I said it:   musicmonday,1
LAH? RT  obor obor -_- lawak RT  Ada apa nih ada apa? RT  Saya butuh mereka ----->,0
ok i love yall like play Fam but i got a shoot to do tomorrow and need to rest my good eye up drop me a email or text me ill get back 10000,0
Listening to the new Joanna Newsom cd and taking a quick snooze.,1
" im sure if i explain why its my fave, you wont give a shit in the end, choona! so stop asking.",0
" heeeey can you PLEASE help me get to 4,000 im so close",1
Follow  A traveltuesday favorite who will take you around the world from your desktop. rec,1
"Featured Job: Business Development Manager (M&E), Surrey: M&E Business Development Manager (Surrey). c?60K-?...  Jobs",0
>:| I fucking want to kick my brothers asss I swear stupid fucking prick.,-1
Great to hear that Scotland international Thom Evans is on the road to recovery after his injury picked up in the... ,1
Google Earth arrives on Android devices: Google has officially released its Earth app for the Android mobile opera... ,0
 just step out of your comfort zone and you'll eventually be comfortable. (Fake it till you make it),0
RT  He has arrived.the next big thing in Pop Music.my best friend & cousin Jeremiah Scott!! Follow him ,1
im only 16 and i already have wrinkles ;_; i need to stop scrunching my 4head and get antiwrinkle cream STAT,-1
 yeah i'll be away 10th-17th. i'm so worried! i hope shes here before the 5th but after the 1st :P haha,-1
:slips on my shoes then calls Stacey to meet up for lunch and catch up  :,0
Check  to hear the story behind the rest of the elements of the periodic table.,0
 just found a ringtones section on the official conservative website. a-m-a-z-i-n-g,0
 Oh you're so nice ! I smile for you ! Hope you smiling too ! Thanks a lot for being here ! I love you too :) <3,1
I wonder why in tarnations Americans are so puritan that they actually expect their superstars to apologize for getting laid... TigerWoods,-1
 what are you coming to PG for?,0
 Too bad I've been stuck on the southside...this fog/haze stuff is getting old...  is about to show you :),0
Peaceful evening shame about the PER scan. It seems there was a double agent amongst us. Good riddence,-1
Wish I had power to change people's mind... I don't so PRAYER will have to do!,1
 yeah super cute and he's the only band member that I know. Lol! Suresure ! Show me on fri!,1
Photo: (via everythinglove) ,0
<--- eating popcorn... We won't tell,0
so...let's say I'd offer a profile pic for a $50 donation to a charity of my choice. Takers? (i've done mine  and  ),0
 3 Favs! Your tweet has been favorited by 3 people. ,1
RT  Seth's Blog: How to use clich?s ,0
RT  RT   Sweet Spring!  etsy wwes,1
 lol if that's what I meant I'd admit it nigga! Haha,-1
Groundhog day may finally be over. Today is my last day of class! Big deadlines tonight...,0
lies on top of lies smfh,-1
Viral video: Wade Phillips YMCA in Miami: If you look really hard you can see Drew Bledsoe crying in the corner. ,0
"Check Out Rock Band Guitar Skin, Fits Xbox 360 / PS3 (Stratocaster Guitar) Zakk Wylde - Bullseye ",0
I NEED 30 more min me sleep..... but I guess not - cause that would make me late to work!,-1
M.C.M.D. Illustration ,0
I thought Didi Benami did very well. =),1
RT  Twitter users send 50 million tweets every single day - ,0
roll call -- who is here on this rainy day ?? ,0
Hoste Rooms: Full BC technical web comic:  via ,0
 Alright then. Thanks.,1
Kodel auk?tasis mokslas u?sienyje tampa toks patrauklus?: Tarptautines Europos organizacijos Dream Foundatio...  Balsas,0
 You are watching a nervous breakdown in real time.,-1
" chicken n guacamole, the rest of the dish is still cookin..n i didnt deep fry da chicken its baked",1
Check this video out -- Progressive Ad  annschild7 please vote for me.. Thanks,0
I need to bring up my grades. Bahh.,-1
I just got some FREE music from Joy Williams. You can download it here: ,0
 I see. Up and about or still wrapped up in sheets?,0
"I have added ""La donna e la sua ombra"" to my aNobii bookshelf ",0
"tembang pagi hari ini, Gugun and The Bluesbug - Woman",0
"""It is hypocritical to pray for victory over our sins yet b careless n our intake of the Word of God."" - Jerry Bridges ",-1
It would appear that my account has been hacked! FUCKERS!,-1
RT  B.R.E. presents Blood Raw AMERICAN GANGSTAS da mixtape ,0
  Andy Hundly got head for $5 and then punched the girl in the face left her $3 and dipped. Rtrtrtrtrt,-1
RT  RSVP HERE --> ( ) - Miss MINI of Pittsburgh Spokesmodel Search ReTweet Please,0
READ: The Legacy Of Che Guevara: Internationalism Today via Peter Custers > ,0
"lol,, bobby you a fooll,, ANYWHOO... lol,, hoppn in tha shour... SOOO bbl-- NO PHONE TIL SUNDAY",-1
"OSU players talking confidently about UCLA, USC games. .. Omari Johnson said, ""I think we can win both of them.''",0
Download: iBusinessPromoter (IBP) 11.7.1 ,0
"RT  Today's talk, from TED 2010: Autism activist Temple Grandin says the world needs all kinds of minds ",0
New Music: Rhymefest & Skyzoo ? ?Crack The Code? ,0
 - Nokia was here and all I got was Blue Balls.,0
 Thank you! :) I will do it first thing when I come back home tomorrow! :) x,1
 whats up what u getting into,0
oneofmyfollowers likee me. I likee one of em. Andd one of em wnt get off my BACK,0
 I cosign lol,1
1: ?5?????????? ??????? ??? ??? ??? ???? ??? 21020.11 [?????],0
"Gate Attendant: TX-Houston, Are you searching for an opportunity to be a part of a team? Do you find it important... ",0
Remy Ma Interview w/ Jenny Boom Boom And Dj Craig G - ,0
Lopez tonight baby!! ,1
 how did Perth go ? all to plan,0
"a year ago today, sunrise over the harbor in Annapolis, Maryland. ",0
"Pork Chops stuffed with apples and scalions, fennel, roasted potatoes and what wine...first thought was Riesling.",0
" I always say twat muffin, that's kind of like twat waffle! lol",1
 guck mal wer in der Playlist drinne ist ;) ,0
 they don't really scare me....they are def going after big fics,-1
"""If you go to hell, not to worry, because you will be so busy shaking hands with all your friends that you won't have t? ",0
Get a sneak peek at the stage production of The Drowsy Chaperone (video): ,0
Getting Around Venice | ,0
 can you tell my mom to be here at 2:15 please!,1
" /for some reason, dies D: /please don't bury me with the mask on",-1
 kkkkkkkkk Darth Lia boa hauhauhUHHIHHIHI,0
"""Does teaching low-performing and high-performing students...""  San Antonio Children's Academy",0
Martin Creed's marble steps hit a stumbling block ,0
Going on since 10/08: I am at my witts end. Started looking for help way back in Oct of 2008. We are in a 6.75% ... ,0
For you night owls... go check out the Technolationship! ,0
I am finally the proud owner of my own PS3!!!! I have some other things to comment on but this is the only positive.,1
I'm surprise  remembered a quote from me,0
RT Go get a copy of  TRAMP it's on tunes!!=>  only 0.99 cents!!,1
"3Downing these alcoholic shots I feel numb and desolate/ My senses are starting to rest/ Gentle Mimosa,",-1
RT  artis indonesia banyak tuh kenapa pada ga verified account ya?,0
 you are typo guy today. one in your tweet and one in your 2nd paragraph,-1
 probably. this one's going on 4 years.,0
"Indianapolis prepares for March Madness with new hotel rooms, vacation packages ",0
 Thank U! I learned so much from you during Urban Mission. You really have taught me.. SHOWN me how to have a personal evangelism.,1
Going to Vampire Weekend in may with Nora! :D,1
I just updated my background at  Also Customize your Google Start Page at ,1
I can't stand my hair anymore so ima go to the store & buy hairdye!,0
Trying to send 1 last email for the night and the documentation is taking some 20years to upload..am ah get mad!!!,-1
"RT  New blog entry: It's one thing having an idea, but... ",0
 wow I can See you * WAVES *,1
RT  Omg hates when it cold because your nipples show through your shirt; Ughh covering my chest.lol <=====Lmao.!,-1
Wooooow...I'm listening to this reference I jus recorded on units and I feel like partying RIGHT NOW!! Lol  got haute beats,1
"""Come on team, you really rock. Check it out, I have a cock!"" LOL, I fukking love Robot Chicken. :)",1
 ill be your friend cody.:),1
"Ascendant / MediumCoeli for Ankara, TR for now (04h30m01s UT): 03?51'00.0'' Pisces (AC) / 15?33'35.7'' Sagittarius (MC)",0
 bastard shower!!,-1
"Take Your Time in Love and Sex: For Better Flirtation, Seduction ...: In my own case, as the guy I was dating at t... ",0
Get some rad new wallpaper from National Geographic ,0
RT  Check out My Take On: MMA as an Olympic event,0
"... and then I shared my score on Facebook. :) (re: ""How Millienial Are You? quiz ",1
imtiredof this SNOW and COLD weather!!!,-1
liked You can?t manage online ad inventory like a stock market: George John is CEO of display advertising technol... ,0
i'm gettin uuber pissed  i won their contest and now they wont follow me so i can get my prize,-1
 I haven't heard from you or seen you on for a long time!! I miss you,-1
"Ok, g'night peaches. I should've been asleep at 9. >_< 6 AM wake up is going to suck.",-1
Mmm I swearr carls jr has the best chicken strips,1
Anahi is the worst thing I have ever seen in Vi?a del Mar... Let her know she is don`t sing lol....,-1
Counting down the hours to Spiaggia! Thank you Chicago restaurant week :),1
28% of energy consumed in this country is transportation. Think our electric grid is ready to take that on?,0
Have dinner plans? May we recommend dining at Sole Mio! The Nashville restaurant will donate 50% of tonight's dinner sales to ,1
RT   WONDERFUL AND U???,1
Eh ,0
"Miss Beverly Hills thinks homos should be put to death, but she has a lot of gay friends. I'm thinking not anymore. ",-1
" Not sure of those details, but nothing gets my blood boiling like property taxes: pure theft.",-1
RT  The Latest News About Free Twitter Videos From Daniel_parsons ,0
RT  TIME  is college really nec. for everyone? I say forget about B.A....now you need a M.S. to get anywhere!,1
So century 21/best buy coming to KP..wats nxt Gucci Express?,0
"RT** FUCK ALAH,ISLAM and MOSLEMS**Radical cleric calls for mass execution of political opposition:  isreal IranElection",-1
RT  Stupid meeting smh I don't even kno wat its about,-1
"Is super sad you leave tomarrow. Hurry and come back, I miss you already.",-1
"Swine Flu Not Over, 10000 Steps - myfoxny.com ( swineflu H1N1",-1
 Find one that is fun and full of the information you're seeking. You'll make good connections and come back feeling great!,1
"I'm at Mobil/McDonalds (Rt. 95, Madison). ",0
 We will never be the same thanks to ,0
my back hurts.,-1
RT  RT  Take a look at my Dream in Pink treasury *****  wwes etsy,0
im gonna go dry and fix my hair. and then call adam :],1
" I would like you to follow my bieberbuddy,  6",1
The Time Is Now To Create Eco Friendly Homes | Critical Online Tips: If you have read in the newspapers lately .. ,0
Library,0
RT  its2010WhyYouStill where shoe strings as a headband and lollipops in your pontail??? DMV-  <<< lol,0
Hoping for no school for I can sleep all day and nighttt,1
"Ahoy California friends. Anyone have contact info for sculptor, art car hero and famous Burning Man artist David Best? Pls RT Kthx",0
The smart money is betting on transparency. Where have you placed your bets?,0
nowplaying 'Camp Out' An Horse....,0
Pratt & Whitney to appeal ruling on jobs shift ,0
Elite XC Back from the dead  MMA UFC ,0
"Blogging for Businesses results in 55% More Traffic, 97% More Inbound Links!! | SysComm International ",1
RT   I fell asleep in the parkinglot lmao<< Wtf!! U only had 2 beers Juan!!! Lmao! Wow! lightweight,-1
just started the chemistry homework. not feeling okay..,-1
RT  Chatsworth makes excellent cabinets and cable management systems. ,0
" he said his spoiler was fake, but it wasn't.",-1
" actually the scenario ur positing doesn't work; when lappy checks in from xternal IP, they know it's not at school",-1
bailed after two hours of getting stared at like a celebrity by EVERYONE. i know i'm famusssss but with the combination of no cigarettes,0
omg......the wall turned out looking gd.,1
 Please tell me you are bringing the album to the London gigs so I can buy it?,0
"Not to mention, MODEL nya NORAK...igh, ogah gw!",0
Now Another Team Got Problems ! SMH Do Yall Niggas Sit At a Table And Plan To Suck RMG Dick Like Who Are Yew Bois - Get $,-1
,0
 Obama needs more that a year or 2 or 4 to correct!!! It took more than 10years to make it this bad!! ---- you are sooo rite Dawn,-1
"hai tweeteros. Tak Punya Biaya, Pak Miin Terpaksa Menginap di RSCM  cnews89",0
so they make life size cardboard cutouts of the twilight characters... but they can't make a  one??? this world is crazy!,-1
" idc sorority row still did shitty, only high school idiots watched it I'm sure & everyone else was disappointed cause I was",-1
Health.Businessvn.Net: Important features of men's underwear ,0
 I haven't forgotten about sunday morning praise PRAISEHIM,1
Hattrickheaven.com Newcastle surrendered top spot in the Championship after crashing 2 a 3-0 defeat at Derby.,-1
"""i remember the simple things, i remember 'till i cry. but the one thing i'd wish i'd forget, the memory i wanna forget, is goodbye.""",-1
Sometimes my wife & I are totally incompatible! We're in the Apple store and I'm NOT allowed to buy an iMac . What a beeeeeech ;),-1
so much work so staying up all night... thank goodness for my beatles lp,0
I'm totally addicted to FormSpring!,-1
"As many times as I've seen the movie scream, it still scares me. justsayin",-1
first thing first - well you know what guys I?m still confused about how to using this page nyeeh so maybe... ,-1
so much for that. i'm :'-( and not because of that... think i'll go home tomorrow to get away from people i dont like...,-1
 I am so very glad that you died of laughter. xD,1
"follow these simple steps inb a proven system to rake $11,917 a month today ",0
RT  Good Morning ppl! 4 my early birds i got new music 4 u guys! @ www.djkingspin.podomatic.com,1
" , your moving to the states ? :)",1
stupidest exam and assignment due tomorrow|| finish survey || then continue wasting life away via facebook,-1
"thingswewantback 90's hip-hop....the ones that possess that "" I can relate feel""",0
"""Do nothing against one's conscience. With this secret we can enjoy life & have no fear of death."" ~ Voltaire quote character ",1
Marketing Apple: Secrets of the World's Best Marketing Machine  Apple: Do One Thing...Better!,0
Omg... I actually have a thursday night off =O!! Movies or late night shopping??? Cant decide!!!,1
"One Cuisine for the Rest of Your Life: When asked the question, ""If you could eat one cuisine for the rest of your... ",0
Listening to  One Foot Out The Door. Straight HITS! ,0
PS Taja doesn't frolic in fields! I hate the smell of freshcut grass and I hate insects! ,-1
 hey can give my cousin a shoutout her name is Shelby and she stan for you,0
"RT  ""What's the point of having it all, without the people you love?""",0
" Oh, absolutely. Lke journalism school. Boil away all the verbiage. Good discipline. Painful though.",0
Denny's has never been so great. Rednecks fighting. ,-1
RT  RT if all you need to feel better sometimes is a hug. idothat2,1
I just got a new phone. Loving it its an HTC hero from Verizon I'm happy,1
"Senior Financial Analyst, Ajilon Professional Jobs Finance Houston ",0
"RT sabaaaaar  Babi lo, kesel sama orang gausah gw yang kena tai. Gw bisa berangkat sendiri! ",0
RT  You know your making a good point when Obama cuts you off tcot,0
 I'm sittin by my phone waiting for it to ring and see ur face on the caller ID,0
"Ok, got the memory card into my video camera so that's in ready to go.",0
"my mom's reading ""How to find God.""",0
she wants me to play with her until we fall alseep together.......so goodnight tweople shalam,1
Todd Field (46) ,0
Shot man 'was stripped and bound' ,-1
RT  All I wanted was to get in my wifes pants...and now I have 2 kids..<------ LMFAO!!!!!!,1
 Sounds like it was very miserable. I feel bad for my friends who are TCC while it seems like every other friend is now pregnant.,-1
Omg i cant wait 2 graduate and move the hell outa this state. i love ya chicago but goodbye winters,0
I say cake you say?,0
" Hi Steve, all Twitopia. Yes, had meeting today then hung with daughter. Ian home now...am writing. YUCK.",-1
" goood:), alrite i supposee <33 up too muchh xx",1
Follow  and ,0
"To my network news producer followers...I know this is naive, but while the full-length, live hcr summit makes for dreadful television..",-1
"RT  Will: ""isn't it sad that were gonna be remembered as a generation who loves sparkly vampires??"" Me: ""I LOOOOVE sparkly vampires!!!!!""",1
"RT  Howdy, guys! So, we are starting now! In a few moment you'll es the first trade made by Heaven Forex developer! Be read ...",1
"Okay, I'm officially sarvering. Adam is coming to Singapore? and it's an exclusive gig?",0
 I'm sorry for the way I treated u...I was selfish and impatient...this is my public apology...?,-1
"Snow, high winds headed to winter-weary Northeast (AP)",0
womenswednesday at the olympics (true except for that the men's win over Russia was pretty big too),0
Some people are making such thorough preparation for rainy days that they aren't enjoying today's sunshine. *William Feather,-1
,0
"RT  Cling to your imperfections, they are what make you unique. -Debbie Black TLS",1
I am the rust upon your gears I am the insect in your ear,-1
RT  follow   ,0
RT  youever wanted to just smack the SHIT out of somebody? -> OH GOSH ALL THE TiME .,-1
"The mattar paneer I just cooked didn't feel exactly authentic, but the 3/4 cup of heavy cream it employed sure made the dish tasty.",0
"I love my hairstylist. I believe she thinks I'm gay, so she flirts with me constantly and vigorously runs her (cont) ",1
"Singing *to grab yo neck and chase u down the street* RT  nowplaying ""Maybe I Deserve"" by Tank",0
 yo I found this store that got mad classic Lo. The whole teddy bear line,0
" Blanche, Norris, Graham and to some extent Steve MacDonald are the funniest characters of the last few years. More please. corrie",1
omw to this shoot and my back is killing me! Wtf?,-1
"Crazy to think that I went into labor a year ago today! Teagans birthday is tomorrow, but today brings back a lot of memories. So amazing!",1
"RT  Footballer Wayne Bridge has said his position in the England squad is ""untenable and potentially divisive"" - statement from lawyers.",-1
"RT  Saying ""No, Thank you"" to a biscuit (Just to be polite) and then regreting it. OMGIKnowRight",-1
Lights flickering in the office - could it be an impending power cut? Save work now!!!,-1
 stop talkin to them strangers lol,0
"Lasted 40mins in town. Got presents. Too many, infact.. Actually soaked now because I thought I'd take the healthy option & walk. Hot.",-1
[Post] Each Woman Dreams To Lose Some Kilograms: Each woman dreams to lose some kilograms. To make this they try t... ,0
 Hay Ryan why have you no real life soap anymore? I liked it! kisses from Holland in Europe,1
RT  i'm lowkey about to buy my LB's album on itunes...its actually good<< whose album??,1
 Long as I can still hit you with it I'm happy :-p,0
 haha hit it up when you make a new batch :),1
"RT  I love when ppl just lie straight to me. Dig a hole bitch, bury yourself :)",0
RT  RT  Thank God I'm free today!!--take a rest na ka :) ,1
 following you. follow back?,0
 got my first (SC-1) in 1982,0
  < yall still arguing!,-1
American beauty... Someone is stalking you RT  Plastic bags are flying around out my windows (5th floor). Wth ?,0
Please ReTweet ( ) - V.I.P files FREE mixtape <-- Guest List,0
Who Else Wants to Secure A FREE Wealth & Power Building eBooks & Audio Package (Including Limited Time Bonuses)? ,1
The smartest thing you can do today is to pay extra attention ... More for Libra ,0
Apple Removes Explicit Option From iTunes - app store - Gizm ,0
"10-14"" of snow with blizzard conditions expected thru Friday - I would REALLY love some sunny spring weather!",1
via  Misprint?s 4th Annual Beard & Moustache Competition at the Mohawk 2-19-10: ,0
" so? you always make tweets about tila, if you don't like her why you do that? OH I KNOW THE ANSWER YOU LOVE TILA!",-1
 you could say 'in like a big h*rny thing' :),1
Nueva foto de Said (26) ,0
 yea dat right I run red lights I thot u new? And I drive wit 2 feet so wut dat tell u? Im ready playa!,1
its only 200 runs and now i seriously feel that sachin is overhyped,-1
 i love that song. i wish i could find it somewhere to download,1
RT  S/o to all my real females followers **,1
Get inside information on how to get the most out of Twitter. ,0
Will Super Mario 2 and Metroid entice hardcore gamers back to the Wii? ,0
Q:What's the best place near you to get a drink? A:I don't party downtown so I wouldn't know..lol... ,0
 Hi Dan. Any truth that the first and last shots of ww1 and/or ww2 were only 300yrds apart in a French field?,0
 succesful ghost writer allday fuck bn famous sho me the money...then rappin wouldnt feel like a job anymore and i can enjoy it,0
 sunova! I'm losing all my 'tukee mayorships since I've moved away :(,-1
"tosavemoney you can't have too many black friends. they always askin to ""borrow""..you'll never see that money again",-1
"Lunch at Hard Rock Cafe, a place I will never go to again. My soul is waiting outside for me to finish.",-1
My Work: I just wanted to share my work with everyone here. I have been working on two websites that aim to help p... ,1
 topic for today... what are the odds? I think the universe is messing w/me,-1
Gridskipper: After Hours At The SoBe Wine and Food Festival ,0
" as much as I hate to admit it, her songs are very catchy.",0
I want some in n out frys and a chocolate milk shake...,1
" E-pills, and Gus lady friend. And cory and his GF",0
My Top 2 Weekly lastfm artists: Coheed and Cambria (58) and Lady GaGa (1) ,0
Happy Birthday  Here's to another year of free rewards at  swagbucks,1
3G spectrum auction to open doors for foreign players: Economic Survey ,0
 Hey Mamma ..thats more important than my video..next time :),1
"ESPN host Tony Kornheiser suspended after attack Fashion Hannah Storm: Tony Kornheiser, host of ESPN show Pardon the ",0
 i think im in a drought! lol,-1
 I'm in the overflow room.,0
 LOL IC...I've seen it...I thought they did another one.,1
 try  instead,0
"Foul Territory: Michael Kirkman video: From the request and dedication line, this video goes out to Kinslerhomer, ... ",0
Its time you changed direction! This is the answer! It'll blow your socks off! ,1
RT  New Prettypinkposh Sizzix giveaway! Here's your chance to win some brand new products! ,1
 Here's the article. ,0
RT  Confirmed: Kristen was with Rob at Lizzy Pattinson show last night at Halfmoon,0
RT  Buy A Girl shoes .... And She Will Walk Out Ya Life>>>rite wit them shyts on too...lmao,0
RT  5 days untill smoke and mirrors!!  :),1
 hey hi :),1
"RT  Spread the word, find out what is in your food and help others!  ecowed",1
iPhone Game App Makes $1M in 9 Days - ,0
Great idea! RT    A Blue MOuntain getaway would be AWESOME!,1
" You moved too slow, bro! BestBuy",-1
RT   no......and if someone say yes hook em up to a lie detector...,-1
 are you going to the intermodal transit suchness this evening?,0
 novo trailer de a hora do pesadelo com kellan lutz ,0
Sitting in Italian hanging around! Hopefully I won't fail this stupid conversation thing!,-1
is trynna figure out y these niggas dun gased up my dude?!,-1
"RT  Fuckery is afoot. If you've gotten an email from FFn admin within the last month (esp. from this ""JAMES"" mofo), could you DM me? Tracing IPs",-1
Perfect time to drive to la. Losing my mind in traffic,0
 yeah I talk to them all the time. Why?,0
 yuhhh that Touch Down is my shit and that M town and Loco !!!!,1
Huge blast hits Afghan capital,-1
For those of you who know him we're putting Tyson down next week. There is a lot wrong with him. But he is a good dog and will be in a bett?,0
 the oral is so easy! who are you doing it on mr.bean?,1
"I unlocked ""Win Level 2"" in ""SteamPunk Hockey""! ",1
"? ? Are Singles Dating sites Internet, Suitable for you personally ...: There are thousands of online dating sites... ",0
" ur lookin ripped dude! always been a GC fan, looking 4ward to the new material, much respect",-1
RT  LondonCP new program for 2010... ,0
Sigma 17-70mm OS Soon Available for Sony and Pentax Cameras,0
 thank you for another incredible night ... I'm speechless <3,1
picked up the book RealityHunger by David Shields today. That is correct: I disconnect myself from the computer from time to time.,1
"I just took ""What would Justin Bieber say to you if he turned around and acci..."" and got: He say: Woah.. Hi .! Try it: ",0
 Intend to do that tomorrow!,1
"RT  Orser finds Olympic redemption with Kim: A silver medallist in the Calgary 88 Games, Brian Orser admits that coach... ",0
"i love that my husband is into the olympics. I don't get it, but he's like a 13 year old. It's adorable.",1
"Dear Coldplay, i want to see you live before i die.",1
 i like the song Black and BLue :D,1
Q:i just kno these things A:or ur jus assumin ,0
RT  Today Is The Day Your Whole Life Changes. Take It By The Helm..Learn How You Can Get Fit and Earn Money Doing It,0
Friends Forever Vintage Tattoo Body Painting:  via ,0
"Lol, the weight restriction stems from a phobia, so don't judge too harsh :)",0
I uploaded a YouTube video -- Annett - Unbekannter Soldat ,0
 hahaha i suck too thats why i have to keep playing!,0
Pls check ur direct message n sms inbox! RT   bunny ak ud bangun.... ,1
Daily Track: Alison Krauss - 'Gravity' (Live):,0
Sorry tyler don't throw the judges under the bus and the 70s are over sorry,-1
Great to hear the crowd and the team sing our anthem. We could do with more of that. gocanadago,1
,0
"Prikitiwwww jugaaa....RT  Prikitiewwww,,,,  ",0
i have an essay to write and reading to catch up on. my life in college. fun. cannot wait til spring break. then i can just sleep all day.,0
"take vocal jam 5 sore nanti, suara lagi cacat begini ",0
the day I had in mind\for a tanka poets party\has come & gone\now beginning to fall\flowers f th kerria ~Shiki poetry quote,0
" Geez, your house is turning into a zoo! lol love the names for the mice! ;o) love, xx",1
 my lesson today was grab life by the balls and hold on for dear life lol,1
 ....doesn't help me at the moment.,-1
"Belmont?s Sidewalk Fine Arts Festival Mar. 26-28, 2010: Bay Area artists such as Robert Wunce (Santa Cruz) and Pat... ",0
